,tweet_id,timestamp,text,name,doggo,floofer,pupper,puppo,rating,dog_stage,jpg_url,img_num,dog_breed,confidence,retweet_count,favorite_count,user_count
15,889278841981685760,2017-07-24 00:19:32+00:00,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,Oliver,,,,,1.3,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,one image,whippet,0.626152,5637,25652,3200889
16,888917238123831296,2017-07-23 00:22:39+00:00,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,Jim,,,,,1.2,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,one image,golden_retriever,0.714719,4709,29611,3200889
17,888804989199671297,2017-07-22 16:56:37+00:00,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,Zeke,,,,,1.3,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,one image,golden_retriever,0.46976,4559,26080,3200889
18,888554962724278272,2017-07-22 00:23:06+00:00,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,Ralphus,,,,,1.3,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,three images,Siberian_husky,0.700377,3732,20290,3200889
19,888078434458587136,2017-07-20 16:49:33+00:00,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Gerald,,,,,1.2,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,one image,French_bulldog,0.995026,3653,22201,3200889
20,887705289381826560,2017-07-19 16:06:48+00:00,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Jeffrey,,,,,1.3,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,one image,basset,0.821664,5609,30779,3200890
21,887517139158093824,2017-07-19 03:39:09+00:00,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,,,,,,1.4,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,one image,None,0.0,12082,46959,3200890
22,887343217045368832,2017-07-18 16:08:03+00:00,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,None,,,,,1.3,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,one image,Mexican_hairless,0.330741,10737,34222,3200890
23,887101392804085760,2017-07-18 00:07:08+00:00,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,None,,,,,1.2,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,one image,Samoyed,0.733942,6167,31061,3200890
24,886983233522544640,2017-07-17 16:17:36+00:00,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,,,,,1.3,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,two images,Chihuahua,0.793469,8084,35859,3200890
25,886736880519319552,2017-07-16 23:58:41+00:00,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,,,,,1.3,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,one image,kuvasz,0.309706,3443,12306,3200890
26,886680336477933568,2017-07-16 20:14:00+00:00,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,Derek,,,,,1.3,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,one image,None,0.0,4610,22798,3200890
27,886366144734445568,2017-07-15 23:25:31+00:00,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,,,pupper,,1.2,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,one image,French_bulldog,0.999201,3316,21524,3200890
28,886258384151887873,2017-07-15 16:17:19+00:00,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,,,,,1.3,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,one image,pug,0.943575,6523,28469,3200890
29,885984800019947520,2017-07-14 22:10:11+00:00,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,,,,,1.2,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,one image,Blenheim_spaniel,0.972494,7097,33382,3200890
30,885528943205470208,2017-07-13 15:58:47+00:00,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,,,,,1.3,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,one image,pug,0.369275,6683,36689,3200890
31,885167619883638784,2017-07-12 16:03:00+00:00,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,None,,,,,1.3,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,four images,malamute,0.8124819999999999,4556,22367,3200890
32,884925521741709313,2017-07-12 00:01:00+00:00,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,,,,,1.2,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,one image,Italian_greyhound,0.259916,16439,68152,3200890
33,884876753390489601,2017-07-11 20:47:12+00:00,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,,,,,1.3,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,one image,chow,0.822103,6096,28514,3200890
34,884562892145688576,2017-07-11 00:00:02+00:00,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,,,,,1.3,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,one image,pug,0.5464060000000001,5100,24765,3200890
35,884441805382717440,2017-07-10 15:58:53+00:00,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",None,,,,,1.4,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,one image,Pembroke,0.993225,5856,27478,3200890
36,884162670584377345,2017-07-09 21:29:42+00:00,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,doggo,,,,1.2,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,one image,German_shepherd,0.707046,3128,20771,3200890
37,883838122936631299,2017-07-09 00:00:04+00:00,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,,,,,1.2,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,one image,Doberman,0.610946,3586,22349,3200890
38,883482846933004288,2017-07-08 00:28:19+00:00,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,,,,,0.5,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,one image,golden_retriever,0.943082,10407,46860,3200890
39,883360690899218434,2017-07-07 16:22:55+00:00,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,,floofer,,,1.3,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,one image,chow,0.987997,3825,22986,3200890
40,883117836046086144,2017-07-07 00:17:54+00:00,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",None,,,,,1.3,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,two images,golden_retriever,0.949562,6949,37914,3200890
41,882992080364220416,2017-07-06 15:58:11+00:00,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,,,,,1.3,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,one image,Eskimo_dog,0.466778,4122,24445,3200890
42,882762694511734784,2017-07-06 00:46:41+00:00,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,,,pupper,,1.2,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,one image,Labrador_retriever,0.85005,5134,28903,3200890
43,882627270321602560,2017-07-05 15:48:34+00:00,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,,,,,1.3,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,one image,Pembroke,0.542982,6342,28382,3200890
44,882268110199369728,2017-07-04 16:01:23+00:00,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,,,,,1.3,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,one image,golden_retriever,0.762211,12118,45880,3200890
45,882045870035918850,2017-07-04 01:18:17+00:00,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,,,,,1.3,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,one image,golden_retriever,0.00694063,5203,29900,3200890
46,881906580714921986,2017-07-03 16:04:48+00:00,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,,,,,1.2,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,one image,Weimaraner,0.291539,3533,24773,3200890
47,881666595344535552,2017-07-03 00:11:11+00:00,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,,,,,1.3,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,one image,Saluki,0.529012,11099,51522,3200890
48,881536004380872706,2017-07-02 15:32:16+00:00,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,,,pupper,,1.4,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,one image,Samoyed,0.281463,16570,50199,3200890
49,881268444196462592,2017-07-01 21:49:04+00:00,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,,,,,1.2,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,one image,None,0.0,5358,23501,3200890
50,880935762899988482,2017-06-30 23:47:07+00:00,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,,,,,1.3,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,one image,None,0.0,2886,17346,3200890
51,880872448815771648,2017-06-30 19:35:32+00:00,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,None,,,,,1.2,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,one image,Pembroke,0.791416,3989,21734,3200890
52,880465832366813184,2017-06-29 16:39:47+00:00,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,,,,,1.2,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,one image,golden_retriever,0.913255,6546,29075,3200890
53,880221127280381952,2017-06-29 00:27:25+00:00,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,,,,,1.2,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,one image,Chihuahua,0.238525,4436,27640,3200890
54,880095782870896641,2017-06-28 16:09:20+00:00,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,None,,,,,1.1,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,one image,miniature_pinscher,0.120298,4533,28150,3200890
55,879862464715927552,2017-06-28 00:42:13+00:00,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,,,,,1.3,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,three images,basset,0.813507,3642,22667,3200890
56,879492040517615616,2017-06-27 00:10:17+00:00,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,,,,,1.2,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,one image,German_short-haired_pointer,0.479896,3323,23822,3200890
57,879415818425184262,2017-06-26 19:07:24+00:00,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,,,,,1.3,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,one image,English_springer,0.383404,45849,107956,3200891
58,879376492567855104,2017-06-26 16:31:08+00:00,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,,,,,1.2,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,one image,Labrador_retriever,0.0334961,3261,17099,3200891
59,879050749262655488,2017-06-25 18:56:45+00:00,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,,,,,1.1,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,one image,None,0.0,4941,23022,3200892
60,879008229531029506,2017-06-25 16:07:47+00:00,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,,,,,1.3,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,one image,vizsla,0.960513,2812,19317,3200892
61,878776093423087618,2017-06-25 00:45:22+00:00,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,,,,puppo,1.3,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,two images,Italian_greyhound,0.734684,4319,19763,3200892
62,878281511006478336,2017-06-23 16:00:04+00:00,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,,,,,1.3,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,one image,basset,0.32042,1349,7913,3200892
63,878057613040115712,2017-06-23 01:10:23+00:00,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,,,,,1.4,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,one image,French_bulldog,0.839097,7181,42876,3200892
64,877736472329191424,2017-06-22 03:54:17+00:00,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,,,,,1.3,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,two images,Chesapeake_Bay_retriever,0.8379559999999999,17300,71144,3200892
65,877556246731214848,2017-06-21 15:58:08+00:00,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,,,,,1.2,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,one image,basset,0.995368,3994,23258,3200892
66,877316821321428993,2017-06-21 00:06:44+00:00,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,,,,,1.3,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,one image,Saluki,0.5099670000000001,5414,27907,3200892
67,877201837425926144,2017-06-20 16:29:50+00:00,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,,,,,1.2,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,one image,Pembroke,0.93112,5880,27755,3200892
68,876838120628539392,2017-06-19 16:24:33+00:00,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,,,pupper,,1.2,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,one image,bloodhound,0.575751,3506,21125,3200892
69,876484053909872640,2017-06-18 16:57:37+00:00,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,,,,,1.3,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,one image,golden_retriever,0.874566,2511,19163,3200891
70,876120275196170240,2017-06-17 16:52:05+00:00,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,,,,,1.3,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,one image,Bernese_mountain_dog,0.534327,4903,28490,3200891
71,875747767867523072,2017-06-16 16:11:53+00:00,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,,,,,1.3,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,one image,Labrador_retriever,0.799551,4497,25773,3200891
72,875144289856114688,2017-06-15 00:13:52+00:00,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,,,,,1.3,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,one image,Siberian_husky,0.245048,5081,22185,3200891
73,875021211251597312,2017-06-14 16:04:48+00:00,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,None,,,,,1.2,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,two images,West_Highland_white_terrier,0.7143189999999999,4922,26022,3200891
74,874680097055178752,2017-06-13 17:29:20+00:00,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,,,,,1.2,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,one image,Labrador_retriever,0.836052,4875,28439,3200891
75,874296783580663808,2017-06-12 16:06:11+00:00,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,Jed,,,pupper,,1.3,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,one image,cocker_spaniel,0.437216,4308,26651,3200891
76,874057562936811520,2017-06-12 00:15:36+00:00,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",None,,,,,1.2,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,one image,flat-coated_retriever,0.8321770000000001,4125,23134,3200891
77,874012996292530176,2017-06-11 21:18:31+00:00,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",Sebastian,,,,puppo,1.3,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,two images,Cardigan,0.806674,11007,35501,3200891
78,873580283840344065,2017-06-10 16:39:04+00:00,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",None,,,,,1.3,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,one image,Newfoundland,0.678537,4143,24837,3200891
79,873213775632977920,2017-06-09 16:22:42+00:00,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",Sierra,,,pupper,,1.2,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,one image,vizsla,0.6197819999999999,1667,7467,3200891
80,872967104147763200,2017-06-09 00:02:31+00:00,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,None,doggo,,,,1.2,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,two images,Labrador_retriever,0.476913,5669,28031,3200891
81,872820683541237760,2017-06-08 14:20:41+00:00,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",None,,,,,1.3,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,three images,pug,0.99912,3884,15029,3200891
82,872620804844003328,2017-06-08 01:06:27+00:00,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Monkey,,,,,1.3,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,one image,cocker_spaniel,0.513191,3911,21309,3200891
83,872486979161796608,2017-06-07 16:14:40+00:00,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,None,,,,,1.2,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,one image,Pembroke,0.931861,9429,41606,3200891
